4e-05,0.08924,0.04675,0.04558,0.03441,0.0156,0.04009,0.02892,0.0861,0.06063,0.03633,0.00878,0.03214,0.04092,0.0194,0.05843,0.02493,0.00082,0.02128,0.08516,0.13145,0.01258,0.00184,0.05448,4e-05,0.02375,0.00031
0.07957,0.00083,0.01582,0.05352,0.03045,0.00012,0.00571,0.02533,0.0063,0.03413,0.00024,0.02379,0.09515,0.02402,0.16556,0.00131,0.01962,0.00012,0.10407,0.06304,0.12226,0.02902,0.01701,0.00975,0.00059,0.06827,0.0044
0.02639,0.18176,0.0138,0.0006,0.0006,0.24595,0.0006,0.0006,0.0018,0.0216,0.0018,0.0006,0.08878,0.0006,0.0036,0.15417,0.0006,0.0006,0.06299,0.0126,0.0006,0.12537,0.0006,0.0138,0.0006,0.03839,0.0006
0.02108,0.12833,0.00037,0.00185,0.00111,0.13018,0.00037,0.00037,0.11206,0.04771,0.00037,0.1568,0.08987,0.00148,0.00037,0.13868,0.00037,0.00037,0.07803,0.00111,0.04771,0.03476,0.00037,0.00037,0.00037,0.00518,0.00037
0.45985,0.04358,0.00211,0.00291,0.01109,0.09588,0.00158,0.00475,0.00079,0.09429,0.00211,0.00026,0.00819,0.00238,0.00977,0.13576,0.00079,0.00053,0.03011,0.05256,0.00317,0.00951,0.00026,0.00264,0.00026,0.02456,0.00026
0.35109,0.06391,0.00248,0.01334,0.04633,0.04202,0.00447,0.00192,0.00647,0.00511,0.00152,0.00136,0.02668,0.0139,0.06031,0.00359,0.01318,0.00016,0.17207,0.08899,0.03771,0.00088,0.01422,0.00591,0.00903,0.01294,0.0004
0.28102,0.08064,0.00097,0.00193,0.0029,0.05408,0.05987,0.00097,0.00193,0.08933,0.00145,0.00097,0.04829,0.00097,0.00048,0.14534,0.00097,0.00048,0.14148,0.00193,0.02801,0.05022,0.00048,0.00241,0.00048,0.00193,0.00048
0.47337,0.05011,0.00063,0.00063,0.00032,0.08919,0.00063,0.00693,0.12134,0.04129,0.00252,0.00032,0.03026,0.00063,0.01198,0.07438,0.00063,0.00032,0.0353,0.01387,0.00158,0.04066,0.00032,0.00095,0.00032,0.00126,0.00032
0.06609,0.1307,0.00074,0.00015,0.00044,0.44068,0.00015,0.00015,0.00221,0.2093,0.00044,0.00029,0.00059,0.00015,0.00118,0.08272,0.00015,0.00015,0.01413,0.005,0.03091,0.00824,0.00015,0.00015,0.00015,0.00486,0.00015
0.04047,0.01032,0.00147,0.03605,0.03819,0.03484,0.0138,0.03712,0.00013,0.00013,0.00013,0.01313,0.04503,0.05307,0.35192,0.02332,0.00938,0.00013,0.02519,0.1249,0.12168,0.00067,0.01581,0.00013,0.00054,0.00013,0.00228
0.00095,0.02184,0.00095,0.00095,0.00095,0.01235,0.00095,0.00095,0.00095,0.0057,0.00095,0.00095,0.00095,0.00095,0.00095,0.80152,0.00095,0.00095,0.00095,0.00095,0.00095,0.1377,0.00095,0.00095,0.00095,0.00095,0.00095
0.19878,0.01602,0.00076,0.00038,0.00038,0.48531,0.00076,0.00153,0.00382,0.11751,0.00191,0.00114,0.03052,0.00076,0.03586,0.00114,0.00038,0.00038,0.00038,0.09195,0.00229,0.00076,0.00038,0.0042,0.00038,0.00191,0.00038
0.14055,0.09273,0.0018,0.00135,0.04692,0.1273,0.01976,0.00045,0.0018,0.12438,0.00045,0.02559,0.16143,0.00808,0.00067,0.14055,0.00561,0.00022,0.00112,0.0247,0.00561,0.00988,0.00292,0.00921,0.00022,0.04625,0.00045
0.24038,0.12248,0.01377,0.00247,0.00071,0.20755,0.00318,0.00106,0.00141,0.06671,0.00212,0.00035,0.00106,0.00777,0.00035,0.14366,0.03424,0.00035,0.00706,0.03953,0.00141,0.06565,0.00035,0.00106,0.00035,0.03459,0.00035
0.21947,0.02026,0.00079,0.02171,0.12961,0.06803,0.0025,0.2075,0.00039,0.03053,0.00224,0.02316,0.00408,0.00039,0.01961,0.06145,0.00026,0.00026,0.00026,0.03684,0.12092,0.01092,0.00224,0.00053,0.00039,0.01539,0.00026
0.10664,0.00295,0.00611,0.01262,0.01964,0.00957,0.05149,0.00234,0.00173,0.00763,0.00081,0.11163,0.01923,0.06614,0.10603,0.05688,0.03236,0.0001,0.08131,0.03358,0.04661,0.12893,0.01872,0.06798,0.00142,0.00733,0.0002
0.18214,0.12275,0.002,0.0005,0.002,0.12176,0.001,0.0005,0.08134,0.07285,0.0005,0.0005,0.07485,0.001,0.0005,0.05389,0.0514,0.0005,0.05389,0.07784,0.03493,0.0479,0.0005,0.0005,0.0005,0.01347,0.0005
0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.01389,0.63889,0.01389,0.01389,0.01389,0.01389,0.01389
0.31116,0.08559,0.0037,0.00325,0.02217,0.16984,0.00237,0.0031,0.00148,0.05691,0.00133,0.0238,0.00517,0.0068,0.02602,0.0918,0.00222,0.00059,0.03622,0.05484,0.03932,0.01863,0.00399,0.00296,0.00015,0.02646,0.00015
0.50165,0.01626,0.00076,0.01105,0.00064,0.08816,0.00064,0.00025,0.05386,0.04345,0.00089,0.00915,0.0094,0.01397,0.01029,0.05132,0.01359,0.00229,0.00038,0.02414,0.12462,0.01385,0.00013,0.00508,0.00013,0.00381,0.00025
0.28592,0.0506,0.00051,0.00926,0.00082,0.06438,0.00113,0.00051,0.2816,0.05328,0.00082,0.0001,0.00607,0.00638,0.00082,0.10336,0.00051,0.0001,0.02993,0.04608,0.01954,0.01491,0.00545,0.00597,0.0001,0.01172,0.0001
0.11118,0.01325,0.01757,0.0288,0.03543,0.01872,0.00778,0.06509,0.00144,0.01555,0.00029,0.00086,0.04954,0.01296,0.09764,0.01152,0.07719,0.00086,0.15956,0.11521,0.13911,0.00115,0.00029,0.00029,0.00029,0.01786,0.00058
