0.1412,0.0931,0.0016,0.0011,0.047,0.1279,0.0197,0.0002,0.0016,0.1249,0.0002,0.0255,0.1622,0.0079,0.0005,0.1412,0.0054,0.0,0.0009,0.0246,0.0054,0.0097,0.0027,0.009,0.0,0.0463,0.0002
0.2423,0.1233,0.0135,0.0021,0.0004,0.2092,0.0029,0.0007,0.0011,0.067,0.0018,0.0,0.0007,0.0075,0.0,0.1447,0.0342,0.0,0.0068,0.0396,0.0011,0.0659,0.0,0.0007,0.0,0.0346,0.0
0.2201,0.0202,0.0007,0.0217,0.1299,0.0681,0.0024,0.2081,0.0003,0.0305,0.0021,0.0231,0.004,0.0003,0.0195,0.0615,0.0001,0.0001,0.0001,0.0368,0.1212,0.0108,0.0021,0.0004,0.0003,0.0153,0.0001
0.1068,0.0029,0.006,0.0126,0.0196,0.0095,0.0515,0.0022,0.0016,0.0076,0.0007,0.1118,0.0192,0.0662,0.1062,0.0569,0.0323,0.0,0.0814,0.0336,0.0466,0.1292,0.0187,0.0681,0.0013,0.0072,0.0001
0.1841,0.1239,0.0015,0.0,0.0015,0.1229,0.0005,0.0,0.0819,0.0733,0.0,0.0,0.0754,0.0005,0.0,0.0541,0.0516,0.0,0.0541,0.0784,0.0349,0.0481,0.0,0.0,0.0,0.0132,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3123,0.0858,0.0036,0.0031,0.0221,0.1704,0.0022,0.003,0.0013,0.057,0.0012,0.0237,0.005,0.0067,0.026,0.092,0.0021,0.0004,0.0362,0.0549,0.0393,0.0186,0.0039,0.0028,0.0,0.0264,0.0
0.5033,0.0162,0.0006,0.011,0.0005,0.0883,0.0005,0.0001,0.0539,0.0435,0.0008,0.0091,0.0093,0.0139,0.0102,0.0514,0.0135,0.0022,0.0003,0.0241,0.1249,0.0138,0.0,0.005,0.0,0.0037,0.0001
0.2866,0.0506,0.0004,0.0092,0.0007,0.0645,0.001,0.0004,0.2823,0.0533,0.0007,0.0,0.006,0.0063,0.0007,0.1035,0.0004,0.0,0.0299,0.0461,0.0195,0.0149,0.0054,0.0059,0.0,0.0117,0.0
0.1118,0.0131,0.0174,0.0287,0.0354,0.0186,0.0075,0.0653,0.0012,0.0154,0.0,0.0006,0.0496,0.0128,0.0981,0.0113,0.0775,0.0006,0.1605,0.1158,0.1399,0.0009,0.0,0.0,0.0,0.0177,0.0003
0.0699,0.0362,0.0,0.0,0.0,0.6934,0.0,0.0,0.0026,0.1539,0.0,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0013,0.0013,0.0,0.0,0.0,0.0091,0.0
0.1155,0.2762,0.0004,0.0004,0.0177,0.113,0.0033,0.0004,0.1447,0.0978,0.0004,0.0049,0.0062,0.0008,0.1028,0.0818,0.0,0.0,0.0115,0.0218,0.0004,0.0,0.0,0.0,0.0,0.0,0.0
0.097,0.0373,0.0,0.1194,0.0,0.0149,0.0,0.0,0.0224,0.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0448,0.0,0.0,0.0,0.5299,0.0149,0.0,0.0,0.0,0.0075,0.0
0.5207,0.002,0.0138,0.0016,0.0004,0.0608,0.0024,0.0016,0.0012,0.0389,0.002,0.0012,0.0032,0.0045,0.0365,0.22,0.0016,0.0,0.0045,0.049,0.0259,0.0008,0.0008,0.0065,0.0,0.0,0.0
0.0667,0.04,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.2667,0.0,0.0,0.0,0.0,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0933
